State,Real,Imag
127,0.005524,0.000068
128,0.000000,0.000000
129,0.005524,-0.000068
130,0.000000,0.000000
131,0.005524,-0.000203
132,0.000000,0.000000
133,0.005524,-0.000339
134,0.000000,0.000000
135,0.005524,-0.000476
136,0.000000,0.000000
137,0.005524,-0.000613
138,0.000000,0.000000
139,0.005524,-0.000750
140,0.000000,0.000000
141,0.005524,-0.000889
142,0.000000,0.000000
143,0.005524,-0.001029
144,0.000000,0.000000
145,0.005524,-0.001169
146,0.000000,0.000000
147,0.005524,-0.001312
148,0.000000,0.000000
149,0.005524,-0.001456
150,0.000000,0.000000
151,0.005524,-0.001602
152,0.000000,0.000000
153,0.005524,-0.001750
154,0.000000,0.000000
155,0.005524,-0.001900
156,0.000000,0.000000
157,0.005524,-0.002053
158,0.000000,0.000000
159,0.005524,-0.002209
160,0.000000,0.000000
161,0.005524,-0.002368
162,0.000000,0.000000
163,0.005524,-0.002530
164,0.000000,0.000000
165,0.005524,-0.002696
166,0.000000,0.000000
167,0.005524,-0.002866
168,0.000000,0.000000
169,0.005524,-0.003041
170,0.000000,0.000000
171,0.005524,-0.003220
172,0.000000,0.000000
173,0.005524,-0.003404
174,0.000000,0.000000
175,0.005524,-0.003594
176,0.000000,0.000000
177,0.005524,-0.003790
178,0.000000,0.000000
179,0.005524,-0.003993
180,0.000000,0.000000
181,0.005524,-0.004203
182,0.000000,0.000000
183,0.005524,-0.004421
184,0.000000,0.000000
185,0.005524,-0.004648
186,0.000000,0.000000
187,0.005524,-0.004885
188,0.000000,0.000000
189,0.005524,-0.005132
190,0.000000,0.000000
191,0.005524,-0.005390
192,0.000000,0.000000
193,0.005524,-0.005662
194,0.000000,0.000000
195,0.005524,-0.005947
196,0.000000,0.000000
197,0.005524,-0.006247
198,0.000000,0.000000
199,0.005524,-0.006565
200,0.000000,0.000000
201,0.005524,-0.006902
202,0.000000,0.000000
203,0.005524,-0.007261
204,0.000000,0.000000
205,0.005524,-0.007643
206,0.000000,0.000000
207,0.005524,-0.008052
208,0.000000,0.000000
209,0.005524,-0.008491
210,0.000000,0.000000
211,0.005524,-0.008965
212,0.000000,0.000000
213,0.005524,-0.009479
214,0.000000,0.000000
215,0.005524,-0.010037
216,0.000000,0.000000
217,0.005524,-0.010647
218,0.000000,0.000000
219,0.005524,-0.011319
220,0.000000,0.000000
221,0.005524,-0.012061
222,0.000000,0.000000
223,0.005524,-0.012887
224,0.000000,0.000000
225,0.005524,-0.013814
226,0.000000,0.000000
227,0.005524,-0.014862
228,0.000000,0.000000
229,0.005524,-0.016058
230,0.000000,0.000000
231,0.005524,-0.017438
232,0.000000,0.000000
233,0.005524,-0.019050
234,0.000000,0.000000
235,0.005524,-0.020959
236,0.000000,0.000000
237,0.005524,-0.023262
238,0.000000,0.000000
239,0.005524,-0.026095
240,0.000000,0.000000
241,0.005524,-0.029671
242,0.000000,0.000000
243,0.005524,-0.034333
244,0.000000,0.000000
245,0.005524,-0.040675
246,0.000000,0.000000
247,0.005524,-0.049814
248,0.000000,0.000000
249,0.005524,-0.064150
250,0.000000,0.000000
251,0.005524,-0.089919
252,0.000000,0.000000
253,0.005524,-0.149985
254,0.000000,0.000000
255,0.005524,-0.450136
