State,Real,Imag
170,0.000000,0.000000
171,0.000086,0.002632
172,0.000000,0.000000
173,0.000086,0.002601
174,0.000000,0.000000
175,0.000086,0.002571
176,0.000000,0.000000
177,0.000086,0.002542
178,0.000000,0.000000
179,0.000086,0.002514
180,0.000000,0.000000
181,0.000086,0.002486
182,0.000000,0.000000
183,0.000086,0.002459
184,0.000000,0.000000
185,0.000086,0.002432
186,0.000000,0.000000
187,0.000086,0.002406
188,0.000000,0.000000
189,0.000086,0.002381
190,0.000000,0.000000
191,0.000086,0.002356
192,0.000000,0.000000
193,0.000086,0.002331
194,0.000000,0.000000
195,0.000086,0.002307
196,0.000000,0.000000
197,0.000086,0.002284
198,0.000000,0.000000
199,0.000086,0.002261
200,0.000000,0.000000
201,0.000086,0.002238
202,0.000000,0.000000
203,0.000086,0.002216
204,0.000000,0.000000
205,0.000086,0.002195
206,0.000000,0.000000
207,0.000086,0.002174
208,0.000000,0.000000
209,0.000086,0.002153
210,0.000000,0.000000
211,0.000086,0.002132
212,0.000000,0.000000
213,0.000086,0.002112
214,0.000000,0.000000
215,0.000086,0.002093
216,0.000000,0.000000
217,0.000086,0.002073
218,0.000000,0.000000
219,0.000086,0.002054
220,0.000000,0.000000
221,0.000086,0.002036
222,0.000000,0.000000
223,0.000086,0.002017
224,0.000000,0.000000
225,0.000086,0.001999
226,0.000000,0.000000
227,0.000086,0.001982
228,0.000000,0.000000
229,0.000086,0.001964
230,0.000000,0.000000
231,0.000086,0.001947
232,0.000000,0.000000
233,0.000086,0.001931
234,0.000000,0.000000
235,0.000086,0.001914
236,0.000000,0.000000
237,0.000086,0.001898
238,0.000000,0.000000
239,0.000086,0.001882
240,0.000000,0.000000
241,0.000086,0.001867
242,0.000000,0.000000
243,0.000086,0.001851
244,0.000000,0.000000
245,0.000086,0.001836
246,0.000000,0.000000
247,0.000086,0.001821
248,0.000000,0.000000
249,0.000086,0.001806
250,0.000000,0.000000
251,0.000086,0.001792
252,0.000000,0.000000
253,0.000086,0.001778
254,0.000000,0.000000
255,0.000086,0.001764
256,0.000000,0.000000
257,0.000086,0.001750
258,0.000000,0.000000
259,0.000086,0.001737
260,0.000000,0.000000
261,0.000086,0.001723
262,0.000000,0.000000
263,0.000086,0.001710
264,0.000000,0.000000
265,0.000086,0.001697
266,0.000000,0.000000
267,0.000086,0.001685
268,0.000000,0.000000
269,0.000086,0.001672
270,0.000000,0.000000
271,0.000086,0.001660
272,0.000000,0.000000
273,0.000086,0.001647
274,0.000000,0.000000
275,0.000086,0.001635
276,0.000000,0.000000
277,0.000086,0.001624
278,0.000000,0.000000
279,0.000086,0.001612
280,0.000000,0.000000
281,0.000086,0.001600
282,0.000000,0.000000
283,0.000086,0.001589
284,0.000000,0.000000
285,0.000086,0.001578
286,0.000000,0.000000
287,0.000086,0.001567
288,0.000000,0.000000
289,0.000086,0.001556
290,0.000000,0.000000
291,0.000086,0.001545
292,0.000000,0.000000
293,0.000086,0.001535
294,0.000000,0.000000
295,0.000086,0.001524
296,0.000000,0.000000
297,0.000086,0.001514
298,0.000000,0.000000
299,0.000086,0.001504
300,0.000000,0.000000
301,0.000086,0.001494
302,0.000000,0.000000
303,0.000086,0.001484
304,0.000000,0.000000
305,0.000086,0.001474
306,0.000000,0.000000
307,0.000086,0.001465
308,0.000000,0.000000
309,0.000086,0.001455
310,0.000000,0.000000
311,0.000086,0.001446
312,0.000000,0.000000
313,0.000086,0.001436
314,0.000000,0.000000
315,0.000086,0.001427
316,0.000000,0.000000
317,0.000086,0.001418
318,0.000000,0.000000
319,0.000086,0.001409
320,0.000000,0.000000
321,0.000086,0.001401
322,0.000000,0.000000
323,0.000086,0.001392
324,0.000000,0.000000
325,0.000086,0.001383
326,0.000000,0.000000
327,0.000086,0.001375
328,0.000000,0.000000
329,0.000086,0.001366
330,0.000000,0.000000
331,0.000086,0.001358
332,0.000000,0.000000
333,0.000086,0.001350
334,0.000000,0.000000
335,0.000086,0.001342
336,0.000000,0.000000
337,0.000086,0.001334
338,0.000000,0.000000
339,0.000086,0.001326
340,0.000000,0.000000
341,0.000086,0.001318
342,0.000000,0.000000
343,0.000086,0.001311
344,0.000000,0.000000
345,0.000086,0.001303
346,0.000000,0.000000
347,0.000086,0.001295
348,0.000000,0.000000
349,0.000086,0.001288
350,0.000000,0.000000
351,0.000086,0.001281
352,0.000000,0.000000
353,0.000086,0.001273
354,0.000000,0.000000
355,0.000086,0.001266
356,0.000000,0.000000
357,0.000086,0.001259
358,0.000000,0.000000
359,0.000086,0.001252
360,0.000000,0.000000
361,0.000086,0.001245
362,0.000000,0.000000
363,0.000086,0.001238
364,0.000000,0.000000
365,0.000086,0.001231
366,0.000000,0.000000
367,0.000086,0.001225
368,0.000000,0.000000
369,0.000086,0.001218
370,0.000000,0.000000
371,0.000086,0.001211
372,0.000000,0.000000
373,0.000086,0.001205
374,0.000000,0.000000
375,0.000086,0.001198
376,0.000000,0.000000
377,0.000086,0.001192
378,0.000000,0.000000
379,0.000086,0.001186
380,0.000000,0.000000
381,0.000086,0.001179
382,0.000000,0.000000
383,0.000086,0.001173
384,0.000000,0.000000
385,0.000086,0.001167
386,0.000000,0.000000
387,0.000086,0.001161
388,0.000000,0.000000
389,0.000086,0.001155
390,0.000000,0.000000
391,0.000086,0.001149
392,0.000000,0.000000
393,0.000086,0.001143
394,0.000000,0.000000
395,0.000086,0.001137
396,0.000000,0.000000
397,0.000086,0.001132
398,0.000000,0.000000
399,0.000086,0.001126
400,0.000000,0.000000
401,0.000086,0.001120
402,0.000000,0.000000
403,0.000086,0.001115
404,0.000000,0.000000
405,0.000086,0.001109
406,0.000000,0.000000
407,0.000086,0.001104
408,0.000000,0.000000
409,0.000086,0.001098
410,0.000000,0.000000
411,0.000086,0.001093
412,0.000000,0.000000
413,0.000086,0.001088
414,0.000000,0.000000
415,0.000086,0.001082
416,0.000000,0.000000
417,0.000086,0.001077
418,0.000000,0.000000
419,0.000086,0.001072
420,0.000000,0.000000
421,0.000086,0.001067
422,0.000000,0.000000
423,0.000086,0.001062
424,0.000000,0.000000
425,0.000086,0.001057
426,0.000000,0.000000
427,0.000086,0.001052
428,0.000000,0.000000
429,0.000086,0.001047
430,0.000000,0.000000
431,0.000086,0.001042
432,0.000000,0.000000
433,0.000086,0.001037
434,0.000000,0.000000
435,0.000086,0.001032
436,0.000000,0.000000
437,0.000086,0.001028
438,0.000000,0.000000
439,0.000086,0.001023
440,0.000000,0.000000
441,0.000086,0.001018
442,0.000000,0.000000
443,0.000086,0.001014
444,0.000000,0.000000
445,0.000086,0.001009
446,0.000000,0.000000
447,0.000086,0.001005
448,0.000000,0.000000
449,0.000086,0.001000
450,0.000000,0.000000
451,0.000086,0.000996
452,0.000000,0.000000
453,0.000086,0.000991
454,0.000000,0.000000
455,0.000086,0.000987
456,0.000000,0.000000
457,0.000086,0.000983
458,0.000000,0.000000
459,0.000086,0.000978
460,0.000000,0.000000
461,0.000086,0.000974
462,0.000000,0.000000
463,0.000086,0.000970
464,0.000000,0.000000
465,0.000086,0.000966
466,0.000000,0.000000
467,0.000086,0.000961
468,0.000000,0.000000
469,0.000086,0.000957
470,0.000000,0.000000
471,0.000086,0.000953
472,0.000000,0.000000
473,0.000086,0.000949
474,0.000000,0.000000
475,0.000086,0.000945
476,0.000000,0.000000
477,0.000086,0.000941
478,0.000000,0.000000
479,0.000086,0.000937
480,0.000000,0.000000
481,0.000086,0.000933
482,0.000000,0.000000
483,0.000086,0.000929
484,0.000000,0.000000
485,0.000086,0.000925
486,0.000000,0.000000
487,0.000086,0.000922
488,0.000000,0.000000
489,0.000086,0.000918
490,0.000000,0.000000
491,0.000086,0.000914
492,0.000000,0.000000
493,0.000086,0.000910
494,0.000000,0.000000
495,0.000086,0.000907
496,0.000000,0.000000
497,0.000086,0.000903
498,0.000000,0.000000
499,0.000086,0.000899
500,0.000000,0.000000
501,0.000086,0.000896
502,0.000000,0.000000
503,0.000086,0.000892
504,0.000000,0.000000
505,0.000086,0.000889
506,0.000000,0.000000
507,0.000086,0.000885
508,0.000000,0.000000
509,0.000086,0.000882
510,0.000000,0.000000
511,0.000086,0.000878
512,0.000000,0.000000
513,0.000086,0.000875
514,0.000000,0.000000
515,0.000086,0.000871
516,0.000000,0.000000
517,0.000086,0.000868
518,0.000000,0.000000
519,0.000086,0.000864
520,0.000000,0.000000
521,0.000086,0.000861
522,0.000000,0.000000
523,0.000086,0.000858
524,0.000000,0.000000
525,0.000086,0.000855
526,0.000000,0.000000
527,0.000086,0.000851
528,0.000000,0.000000
529,0.000086,0.000848
530,0.000000,0.000000
531,0.000086,0.000845
532,0.000000,0.000000
533,0.000086,0.000842
534,0.000000,0.000000
535,0.000086,0.000838
536,0.000000,0.000000
537,0.000086,0.000835
538,0.000000,0.000000
539,0.000086,0.000832
540,0.000000,0.000000
541,0.000086,0.000829
542,0.000000,0.000000
543,0.000086,0.000826
544,0.000000,0.000000
545,0.000086,0.000823
546,0.000000,0.000000
547,0.000086,0.000820
548,0.000000,0.000000
549,0.000086,0.000817
550,0.000000,0.000000
551,0.000086,0.000814
552,0.000000,0.000000
553,0.000086,0.000811
554,0.000000,0.000000
555,0.000086,0.000808
556,0.000000,0.000000
557,0.000086,0.000805
558,0.000000,0.000000
559,0.000086,0.000802
560,0.000000,0.000000
561,0.000086,0.000799
562,0.000000,0.000000
563,0.000086,0.000796
564,0.000000,0.000000
565,0.000086,0.000794
566,0.000000,0.000000
567,0.000086,0.000791
568,0.000000,0.000000
569,0.000086,0.000788
570,0.000000,0.000000
571,0.000086,0.000785
572,0.000000,0.000000
573,0.000086,0.000782
574,0.000000,0.000000
575,0.000086,0.000780
576,0.000000,0.000000
577,0.000086,0.000777
578,0.000000,0.000000
579,0.000086,0.000774
580,0.000000,0.000000
581,0.000086,0.000772
582,0.000000,0.000000
583,0.000086,0.000769
584,0.000000,0.000000
585,0.000086,0.000766
586,0.000000,0.000000
587,0.000086,0.000764
588,0.000000,0.000000
589,0.000086,0.000761
590,0.000000,0.000000
591,0.000086,0.000758
592,0.000000,0.000000
593,0.000086,0.000756
594,0.000000,0.000000
595,0.000086,0.000753
596,0.000000,0.000000
597,0.000086,0.000751
598,0.000000,0.000000
599,0.000086,0.000748
600,0.000000,0.000000
601,0.000086,0.000746
602,0.000000,0.000000
603,0.000086,0.000743
604,0.000000,0.000000
605,0.000086,0.000741
606,0.000000,0.000000
607,0.000086,0.000738
608,0.000000,0.000000
609,0.000086,0.000736
610,0.000000,0.000000
611,0.000086,0.000733
612,0.000000,0.000000
613,0.000086,0.000731
614,0.000000,0.000000
615,0.000086,0.000729
616,0.000000,0.000000
617,0.000086,0.000726
618,0.000000,0.000000
619,0.000086,0.000724
620,0.000000,0.000000
621,0.000086,0.000721
622,0.000000,0.000000
623,0.000086,0.000719
624,0.000000,0.000000
625,0.000086,0.000717
626,0.000000,0.000000
627,0.000086,0.000714
628,0.000000,0.000000
629,0.000086,0.000712
630,0.000000,0.000000
631,0.000086,0.000710
632,0.000000,0.000000
633,0.000086,0.000708
634,0.000000,0.000000
635,0.000086,0.000705
636,0.000000,0.000000
637,0.000086,0.000703
638,0.000000,0.000000
639,0.000086,0.000701
640,0.000000,0.000000
641,0.000086,0.000699
642,0.000000,0.000000
643,0.000086,0.000697
644,0.000000,0.000000
645,0.000086,0.000694
646,0.000000,0.000000
647,0.000086,0.000692
648,0.000000,0.000000
649,0.000086,0.000690
650,0.000000,0.000000
651,0.000086,0.000688
652,0.000000,0.000000
653,0.000086,0.000686
654,0.000000,0.000000
655,0.000086,0.000684
656,0.000000,0.000000
657,0.000086,0.000682
658,0.000000,0.000000
659,0.000086,0.000679
660,0.000000,0.000000
661,0.000086,0.000677
662,0.000000,0.000000
663,0.000086,0.000675
664,0.000000,0.000000
665,0.000086,0.000673
666,0.000000,0.000000
667,0.000086,0.000671
668,0.000000,0.000000
669,0.000086,0.000669
670,0.000000,0.000000
671,0.000086,0.000667
672,0.000000,0.000000
673,0.000086,0.000665
674,0.000000,0.000000
675,0.000086,0.000663
676,0.000000,0.000000
677,0.000086,0.000661
678,0.000000,0.000000
679,0.000086,0.000659
680,0.000000,0.000000
681,0.000086,0.000657
682,0.000000,0.000000
683,0.000086,0.000655
684,0.000000,0.000000
685,0.000086,0.000653
686,0.000000,0.000000
687,0.000086,0.000651
688,0.000000,0.000000
689,0.000086,0.000650
690,0.000000,0.000000
691,0.000086,0.000648
692,0.000000,0.000000
693,0.000086,0.000646
694,0.000000,0.000000
695,0.000086,0.000644
696,0.000000,0.000000
697,0.000086,0.000642
698,0.000000,0.000000
699,0.000086,0.000640
700,0.000000,0.000000
701,0.000086,0.000638
702,0.000000,0.000000
703,0.000086,0.000636
704,0.000000,0.000000
705,0.000086,0.000635
706,0.000000,0.000000
707,0.000086,0.000633
708,0.000000,0.000000
709,0.000086,0.000631
710,0.000000,0.000000
711,0.000086,0.000629
712,0.000000,0.000000
713,0.000086,0.000627
714,0.000000,0.000000
715,0.000086,0.000626
716,0.000000,0.000000
717,0.000086,0.000624
718,0.000000,0.000000
719,0.000086,0.000622
720,0.000000,0.000000
721,0.000086,0.000620
722,0.000000,0.000000
723,0.000086,0.000619
724,0.000000,0.000000
725,0.000086,0.000617
726,0.000000,0.000000
727,0.000086,0.000615
728,0.000000,0.000000
729,0.000086,0.000613
730,0.000000,0.000000
731,0.000086,0.000612
732,0.000000,0.000000
733,0.000086,0.000610
734,0.000000,0.000000
735,0.000086,0.000608
736,0.000000,0.000000
737,0.000086,0.000607
738,0.000000,0.000000
739,0.000086,0.000605
740,0.000000,0.000000
741,0.000086,0.000603
742,0.000000,0.000000
743,0.000086,0.000602
744,0.000000,0.000000
745,0.000086,0.000600
746,0.000000,0.000000
747,0.000086,0.000598
748,0.000000,0.000000
749,0.000086,0.000597
750,0.000000,0.000000
751,0.000086,0.000595
752,0.000000,0.000000
753,0.000086,0.000594
754,0.000000,0.000000
755,0.000086,0.000592
756,0.000000,0.000000
757,0.000086,0.000590
758,0.000000,0.000000
759,0.000086,0.000589
760,0.000000,0.000000
761,0.000086,0.000587
762,0.000000,0.000000
763,0.000086,0.000586
764,0.000000,0.000000
765,0.000086,0.000584
766,0.000000,0.000000
767,0.000086,0.000583
768,0.000000,0.000000
769,0.000086,0.000581
770,0.000000,0.000000
771,0.000086,0.000580
772,0.000000,0.000000
773,0.000086,0.000578
774,0.000000,0.000000
775,0.000086,0.000577
776,0.000000,0.000000
777,0.000086,0.000575
778,0.000000,0.000000
779,0.000086,0.000574
780,0.000000,0.000000
781,0.000086,0.000572
782,0.000000,0.000000
783,0.000086,0.000571
784,0.000000,0.000000
785,0.000086,0.000569
786,0.000000,0.000000
787,0.000086,0.000568
788,0.000000,0.000000
789,0.000086,0.000566
790,0.000000,0.000000
791,0.000086,0.000565
792,0.000000,0.000000
793,0.000086,0.000563
794,0.000000,0.000000
795,0.000086,0.000562
796,0.000000,0.000000
797,0.000086,0.000560
798,0.000000,0.000000
799,0.000086,0.000559
800,0.000000,0.000000
801,0.000086,0.000558
802,0.000000,0.000000
803,0.000086,0.000556
804,0.000000,0.000000
805,0.000086,0.000555
806,0.000000,0.000000
807,0.000086,0.000553
808,0.000000,0.000000
809,0.000086,0.000552
810,0.000000,0.000000
811,0.000086,0.000551
812,0.000000,0.000000
813,0.000086,0.000549
814,0.000000,0.000000
815,0.000086,0.000548
816,0.000000,0.000000
817,0.000086,0.000546
818,0.000000,0.000000
819,0.000086,0.000545
820,0.000000,0.000000
821,0.000086,0.000544
822,0.000000,0.000000
823,0.000086,0.000542
824,0.000000,0.000000
825,0.000086,0.000541
826,0.000000,0.000000
827,0.000086,0.000540
828,0.000000,0.000000
829,0.000086,0.000538
830,0.000000,0.000000
831,0.000086,0.000537
832,0.000000,0.000000
833,0.000086,0.000536
834,0.000000,0.000000
835,0.000086,0.000534
836,0.000000,0.000000
837,0.000086,0.000533
838,0.000000,0.000000
839,0.000086,0.000532
840,0.000000,0.000000
841,0.000086,0.000531
842,0.000000,0.000000
843,0.000086,0.000529
844,0.000000,0.000000
845,0.000086,0.000528
846,0.000000,0.000000
847,0.000086,0.000527
848,0.000000,0.000000
849,0.000086,0.000526
850,0.000000,0.000000
851,0.000086,0.000524
852,0.000000,0.000000
853,0.000086,0.000523
854,0.000000,0.000000
855,0.000086,0.000522
856,0.000000,0.000000
857,0.000086,0.000521
858,0.000000,0.000000
859,0.000086,0.000519
860,0.000000,0.000000
861,0.000086,0.000518
862,0.000000,0.000000
863,0.000086,0.000517
864,0.000000,0.000000
865,0.000086,0.000516
866,0.000000,0.000000
867,0.000086,0.000514
868,0.000000,0.000000
869,0.000086,0.000513
870,0.000000,0.000000
871,0.000086,0.000512
872,0.000000,0.000000
873,0.000086,0.000511
874,0.000000,0.000000
875,0.000086,0.000510
876,0.000000,0.000000
877,0.000086,0.000508
878,0.000000,0.000000
879,0.000086,0.000507
880,0.000000,0.000000
881,0.000086,0.000506
882,0.000000,0.000000
883,0.000086,0.000505
884,0.000000,0.000000
885,0.000086,0.000504
886,0.000000,0.000000
887,0.000086,0.000503
888,0.000000,0.000000
889,0.000086,0.000501
890,0.000000,0.000000
891,0.000086,0.000500
892,0.000000,0.000000
893,0.000086,0.000499
894,0.000000,0.000000
895,0.000086,0.000498
896,0.000000,0.000000
897,0.000086,0.000497
898,0.000000,0.000000
899,0.000086,0.000496
900,0.000000,0.000000
901,0.000086,0.000495
902,0.000000,0.000000
903,0.000086,0.000494
904,0.000000,0.000000
905,0.000086,0.000492
906,0.000000,0.000000
907,0.000086,0.000491
908,0.000000,0.000000
909,0.000086,0.000490
910,0.000000,0.000000
911,0.000086,0.000489
912,0.000000,0.000000
913,0.000086,0.000488
914,0.000000,0.000000
915,0.000086,0.000487
916,0.000000,0.000000
917,0.000086,0.000486
918,0.000000,0.000000
919,0.000086,0.000485
920,0.000000,0.000000
921,0.000086,0.000484
922,0.000000,0.000000
923,0.000086,0.000483
924,0.000000,0.000000
925,0.000086,0.000482
926,0.000000,0.000000
927,0.000086,0.000480
928,0.000000,0.000000
929,0.000086,0.000479
930,0.000000,0.000000
931,0.000086,0.000478
932,0.000000,0.000000
933,0.000086,0.000477
934,0.000000,0.000000
935,0.000086,0.000476
936,0.000000,0.000000
937,0.000086,0.000475
938,0.000000,0.000000
939,0.000086,0.000474
940,0.000000,0.000000
941,0.000086,0.000473
942,0.000000,0.000000
943,0.000086,0.000472
944,0.000000,0.000000
945,0.000086,0.000471
946,0.000000,0.000000
947,0.000086,0.000470
948,0.000000,0.000000
949,0.000086,0.000469
950,0.000000,0.000000
951,0.000086,0.000468
952,0.000000,0.000000
953,0.000086,0.000467
954,0.000000,0.000000
955,0.000086,0.000466
956,0.000000,0.000000
957,0.000086,0.000465
958,0.000000,0.000000
959,0.000086,0.000464
960,0.000000,0.000000
961,0.000086,0.000463
962,0.000000,0.000000
963,0.000086,0.000462
964,0.000000,0.000000
965,0.000086,0.000461
966,0.000000,0.000000
967,0.000086,0.000460
968,0.000000,0.000000
969,0.000086,0.000459
970,0.000000,0.000000
971,0.000086,0.000458
972,0.000000,0.000000
973,0.000086,0.000457
974,0.000000,0.000000
975,0.000086,0.000456
976,0.000000,0.000000
977,0.000086,0.000455
978,0.000000,0.000000
979,0.000086,0.000454
980,0.000000,0.000000
981,0.000086,0.000453
982,0.000000,0.000000
983,0.000086,0.000453
984,0.000000,0.000000
985,0.000086,0.000452
986,0.000000,0.000000
987,0.000086,0.000451
988,0.000000,0.000000
989,0.000086,0.000450
990,0.000000,0.000000
991,0.000086,0.000449
992,0.000000,0.000000
993,0.000086,0.000448
994,0.000000,0.000000
995,0.000086,0.000447
996,0.000000,0.000000
997,0.000086,0.000446
998,0.000000,0.000000
999,0.000086,0.000445
1000,0.000000,0.000000
1001,0.000086,0.000444
1002,0.000000,0.000000
1003,0.000086,0.000443
1004,0.000000,0.000000
1005,0.000086,0.000442
1006,0.000000,0.000000
1007,0.000086,0.000441
1008,0.000000,0.000000
1009,0.000086,0.000441
1010,0.000000,0.000000
1011,0.000086,0.000440
1012,0.000000,0.000000
1013,0.000086,0.000439
1014,0.000000,0.000000
1015,0.000086,0.000438
1016,0.000000,0.000000
1017,0.000086,0.000437
1018,0.000000,0.000000
1019,0.000086,0.000436
1020,0.000000,0.000000
1021,0.000086,0.000435
1022,0.000000,0.000000
1023,0.000086,0.000434
1024,0.000000,0.000000
1025,0.000086,0.000434
1026,0.000000,0.000000
1027,0.000086,0.000433
1028,0.000000,0.000000
1029,0.000086,0.000432
1030,0.000000,0.000000
1031,0.000086,0.000431
1032,0.000000,0.000000
1033,0.000086,0.000430
1034,0.000000,0.000000
1035,0.000086,0.000429
1036,0.000000,0.000000
1037,0.000086,0.000428
1038,0.000000,0.000000
1039,0.000086,0.000428
1040,0.000000,0.000000
1041,0.000086,0.000427
1042,0.000000,0.000000
1043,0.000086,0.000426
1044,0.000000,0.000000
1045,0.000086,0.000425
1046,0.000000,0.000000
1047,0.000086,0.000424
1048,0.000000,0.000000
1049,0.000086,0.000423
1050,0.000000,0.000000
1051,0.000086,0.000422
1052,0.000000,0.000000
1053,0.000086,0.000422
1054,0.000000,0.000000
1055,0.000086,0.000421
1056,0.000000,0.000000
1057,0.000086,0.000420
1058,0.000000,0.000000
1059,0.000086,0.000419
1060,0.000000,0.000000
1061,0.000086,0.000418
1062,0.000000,0.000000
1063,0.000086,0.000418
1064,0.000000,0.000000
1065,0.000086,0.000417
1066,0.000000,0.000000
1067,0.000086,0.000416
1068,0.000000,0.000000
1069,0.000086,0.000415
1070,0.000000,0.000000
1071,0.000086,0.000414
1072,0.000000,0.000000
1073,0.000086,0.000414
1074,0.000000,0.000000
1075,0.000086,0.000413
1076,0.000000,0.000000
1077,0.000086,0.000412
1078,0.000000,0.000000
1079,0.000086,0.000411
1080,0.000000,0.000000
1081,0.000086,0.000410
1082,0.000000,0.000000
1083,0.000086,0.000410
1084,0.000000,0.000000
1085,0.000086,0.000409
1086,0.000000,0.000000
1087,0.000086,0.000408
1088,0.000000,0.000000
1089,0.000086,0.000407
1090,0.000000,0.000000
1091,0.000086,0.000407
1092,0.000000,0.000000
1093,0.000086,0.000406
1094,0.000000,0.000000
1095,0.000086,0.000405
1096,0.000000,0.000000
1097,0.000086,0.000404
1098,0.000000,0.000000
1099,0.000086,0.000404
1100,0.000000,0.000000
1101,0.000086,0.000403
1102,0.000000,0.000000
1103,0.000086,0.000402
1104,0.000000,0.000000
1105,0.000086,0.000401
1106,0.000000,0.000000
1107,0.000086,0.000401
1108,0.000000,0.000000
1109,0.000086,0.000400
1110,0.000000,0.000000
1111,0.000086,0.000399
1112,0.000000,0.000000
1113,0.000086,0.000398
1114,0.000000,0.000000
1115,0.000086,0.000398
1116,0.000000,0.000000
1117,0.000086,0.000397
1118,0.000000,0.000000
1119,0.000086,0.000396
1120,0.000000,0.000000
1121,0.000086,0.000395
1122,0.000000,0.000000
1123,0.000086,0.000395
1124,0.000000,0.000000
1125,0.000086,0.000394
1126,0.000000,0.000000
1127,0.000086,0.000393
1128,0.000000,0.000000
1129,0.000086,0.000392
1130,0.000000,0.000000
1131,0.000086,0.000392
1132,0.000000,0.000000
1133,0.000086,0.000391
1134,0.000000,0.000000
1135,0.000086,0.000390
1136,0.000000,0.000000
1137,0.000086,0.000390
1138,0.000000,0.000000
1139,0.000086,0.000389
1140,0.000000,0.000000
1141,0.000086,0.000388
1142,0.000000,0.000000
1143,0.000086,0.000388
1144,0.000000,0.000000
1145,0.000086,0.000387
1146,0.000000,0.000000
1147,0.000086,0.000386
1148,0.000000,0.000000
1149,0.000086,0.000385
1150,0.000000,0.000000
1151,0.000086,0.000385
