State,Real,Imag
327,0.001381,0.000880
328,0.000000,0.000000
329,0.001381,0.000869
330,0.000000,0.000000
331,0.001381,0.000857
332,0.000000,0.000000
333,0.001381,0.000845
334,0.000000,0.000000
335,0.001381,0.000834
336,0.000000,0.000000
337,0.001381,0.000822
338,0.000000,0.000000
339,0.001381,0.000811
340,0.000000,0.000000
341,0.001381,0.000799
342,0.000000,0.000000
343,0.001381,0.000788
344,0.000000,0.000000
345,0.001381,0.000777
346,0.000000,0.000000
347,0.001381,0.000766
348,0.000000,0.000000
349,0.001381,0.000755
350,0.000000,0.000000
351,0.001381,0.000744
352,0.000000,0.000000
353,0.001381,0.000733
354,0.000000,0.000000
355,0.001381,0.000722
356,0.000000,0.000000
357,0.001381,0.000711
358,0.000000,0.000000
359,0.001381,0.000700
360,0.000000,0.000000
361,0.001381,0.000690
362,0.000000,0.000000
363,0.001381,0.000679
364,0.000000,0.000000
365,0.001381,0.000669
366,0.000000,0.000000
367,0.001381,0.000658
368,0.000000,0.000000
369,0.001381,0.000648
370,0.000000,0.000000
371,0.001381,0.000638
372,0.000000,0.000000
373,0.001381,0.000627
374,0.000000,0.000000
375,0.001381,0.000617
376,0.000000,0.000000
377,0.001381,0.000607
378,0.000000,0.000000
379,0.001381,0.000597
380,0.000000,0.000000
381,0.001381,0.000587
382,0.000000,0.000000
383,0.001381,0.000577
384,0.000000,0.000000
385,0.001381,0.000567
386,0.000000,0.000000
387,0.001381,0.000557
388,0.000000,0.000000
389,0.001381,0.000547
390,0.000000,0.000000
391,0.001381,0.000538
392,0.000000,0.000000
393,0.001381,0.000528
394,0.000000,0.000000
395,0.001381,0.000518
396,0.000000,0.000000
397,0.001381,0.000509
398,0.000000,0.000000
399,0.001381,0.000499
400,0.000000,0.000000
401,0.001381,0.000489
402,0.000000,0.000000
403,0.001381,0.000480
404,0.000000,0.000000
405,0.001381,0.000470
406,0.000000,0.000000
407,0.001381,0.000461
408,0.000000,0.000000
409,0.001381,0.000452
410,0.000000,0.000000
411,0.001381,0.000442
412,0.000000,0.000000
413,0.001381,0.000433
414,0.000000,0.000000
415,0.001381,0.000424
416,0.000000,0.000000
417,0.001381,0.000414
418,0.000000,0.000000
419,0.001381,0.000405
420,0.000000,0.000000
421,0.001381,0.000396
422,0.000000,0.000000
423,0.001381,0.000387
424,0.000000,0.000000
425,0.001381,0.000378
426,0.000000,0.000000
427,0.001381,0.000369
428,0.000000,0.000000
429,0.001381,0.000359
430,0.000000,0.000000
431,0.001381,0.000350
432,0.000000,0.000000
433,0.001381,0.000341
434,0.000000,0.000000
435,0.001381,0.000332
436,0.000000,0.000000
437,0.001381,0.000324
438,0.000000,0.000000
439,0.001381,0.000315
440,0.000000,0.000000
441,0.001381,0.000306
442,0.000000,0.000000
443,0.001381,0.000297
444,0.000000,0.000000
445,0.001381,0.000288
446,0.000000,0.000000
447,0.001381,0.000279
448,0.000000,0.000000
449,0.001381,0.000270
450,0.000000,0.000000
451,0.001381,0.000262
452,0.000000,0.000000
453,0.001381,0.000253
454,0.000000,0.000000
455,0.001381,0.000244
456,0.000000,0.000000
457,0.001381,0.000235
458,0.000000,0.000000
459,0.001381,0.000227
460,0.000000,0.000000
461,0.001381,0.000218
462,0.000000,0.000000
463,0.001381,0.000209
464,0.000000,0.000000
465,0.001381,0.000201
466,0.000000,0.000000
467,0.001381,0.000192
468,0.000000,0.000000
469,0.001381,0.000183
470,0.000000,0.000000
471,0.001381,0.000175
472,0.000000,0.000000
473,0.001381,0.000166
474,0.000000,0.000000
475,0.001381,0.000157
476,0.000000,0.000000
477,0.001381,0.000149
478,0.000000,0.000000
479,0.001381,0.000140
480,0.000000,0.000000
481,0.001381,0.000132
482,0.000000,0.000000
483,0.001381,0.000123
484,0.000000,0.000000
485,0.001381,0.000115
486,0.000000,0.000000
487,0.001381,0.000106
488,0.000000,0.000000
489,0.001381,0.000098
490,0.000000,0.000000
491,0.001381,0.000089
492,0.000000,0.000000
493,0.001381,0.000081
494,0.000000,0.000000
495,0.001381,0.000072
496,0.000000,0.000000
497,0.001381,0.000064
498,0.000000,0.000000
499,0.001381,0.000055
500,0.000000,0.000000
501,0.001381,0.000047
502,0.000000,0.000000
503,0.001381,0.000038
504,0.000000,0.000000
505,0.001381,0.000030
506,0.000000,0.000000
507,0.001381,0.000021
508,0.000000,0.000000
509,0.001381,0.000013
510,0.000000,0.000000
511,0.001381,0.000004
512,0.000000,0.000000
513,0.001381,-0.000004
514,0.000000,0.000000
515,0.001381,-0.000013
516,0.000000,0.000000
517,0.001381,-0.000021
518,0.000000,0.000000
519,0.001381,-0.000030
520,0.000000,0.000000
521,0.001381,-0.000038
522,0.000000,0.000000
523,0.001381,-0.000047
524,0.000000,0.000000
525,0.001381,-0.000055
526,0.000000,0.000000
527,0.001381,-0.000064
528,0.000000,0.000000
529,0.001381,-0.000072
530,0.000000,0.000000
531,0.001381,-0.000081
532,0.000000,0.000000
533,0.001381,-0.000089
534,0.000000,0.000000
535,0.001381,-0.000098
536,0.000000,0.000000
537,0.001381,-0.000106
538,0.000000,0.000000
539,0.001381,-0.000115
540,0.000000,0.000000
541,0.001381,-0.000123
542,0.000000,0.000000
543,0.001381,-0.000132
544,0.000000,0.000000
545,0.001381,-0.000140
546,0.000000,0.000000
547,0.001381,-0.000149
548,0.000000,0.000000
549,0.001381,-0.000157
550,0.000000,0.000000
551,0.001381,-0.000166
552,0.000000,0.000000
553,0.001381,-0.000175
554,0.000000,0.000000
555,0.001381,-0.000183
556,0.000000,0.000000
557,0.001381,-0.000192
558,0.000000,0.000000
559,0.001381,-0.000201
560,0.000000,0.000000
561,0.001381,-0.000209
562,0.000000,0.000000
563,0.001381,-0.000218
564,0.000000,0.000000
565,0.001381,-0.000227
566,0.000000,0.000000
567,0.001381,-0.000235
568,0.000000,0.000000
569,0.001381,-0.000244
570,0.000000,0.000000
571,0.001381,-0.000253
572,0.000000,0.000000
573,0.001381,-0.000262
574,0.000000,0.000000
575,0.001381,-0.000270
576,0.000000,0.000000
577,0.001381,-0.000279
578,0.000000,0.000000
579,0.001381,-0.000288
580,0.000000,0.000000
581,0.001381,-0.000297
582,0.000000,0.000000
583,0.001381,-0.000306
584,0.000000,0.000000
585,0.001381,-0.000315
586,0.000000,0.000000
587,0.001381,-0.000324
588,0.000000,0.000000
589,0.001381,-0.000332
590,0.000000,0.000000
591,0.001381,-0.000341
592,0.000000,0.000000
593,0.001381,-0.000350
594,0.000000,0.000000
595,0.001381,-0.000359
596,0.000000,0.000000
597,0.001381,-0.000369
598,0.000000,0.000000
599,0.001381,-0.000378
600,0.000000,0.000000
601,0.001381,-0.000387
602,0.000000,0.000000
603,0.001381,-0.000396
604,0.000000,0.000000
605,0.001381,-0.000405
606,0.000000,0.000000
607,0.001381,-0.000414
608,0.000000,0.000000
609,0.001381,-0.000424
610,0.000000,0.000000
611,0.001381,-0.000433
612,0.000000,0.000000
613,0.001381,-0.000442
614,0.000000,0.000000
615,0.001381,-0.000452
616,0.000000,0.000000
617,0.001381,-0.000461
618,0.000000,0.000000
619,0.001381,-0.000470
620,0.000000,0.000000
621,0.001381,-0.000480
622,0.000000,0.000000
623,0.001381,-0.000489
624,0.000000,0.000000
625,0.001381,-0.000499
626,0.000000,0.000000
627,0.001381,-0.000509
628,0.000000,0.000000
629,0.001381,-0.000518
630,0.000000,0.000000
631,0.001381,-0.000528
632,0.000000,0.000000
633,0.001381,-0.000538
634,0.000000,0.000000
635,0.001381,-0.000547
636,0.000000,0.000000
637,0.001381,-0.000557
638,0.000000,0.000000
639,0.001381,-0.000567
640,0.000000,0.000000
641,0.001381,-0.000577
642,0.000000,0.000000
643,0.001381,-0.000587
644,0.000000,0.000000
645,0.001381,-0.000597
646,0.000000,0.000000
647,0.001381,-0.000607
648,0.000000,0.000000
649,0.001381,-0.000617
650,0.000000,0.000000
651,0.001381,-0.000627
652,0.000000,0.000000
653,0.001381,-0.000638
654,0.000000,0.000000
655,0.001381,-0.000648
656,0.000000,0.000000
657,0.001381,-0.000658
658,0.000000,0.000000
659,0.001381,-0.000669
660,0.000000,0.000000
661,0.001381,-0.000679
662,0.000000,0.000000
663,0.001381,-0.000690
664,0.000000,0.000000
665,0.001381,-0.000700
666,0.000000,0.000000
667,0.001381,-0.000711
668,0.000000,0.000000
669,0.001381,-0.000722
670,0.000000,0.000000
671,0.001381,-0.000733
672,0.000000,0.000000
673,0.001381,-0.000744
674,0.000000,0.000000
675,0.001381,-0.000755
676,0.000000,0.000000
677,0.001381,-0.000766
678,0.000000,0.000000
679,0.001381,-0.000777
680,0.000000,0.000000
681,0.001381,-0.000788
682,0.000000,0.000000
683,0.001381,-0.000799
684,0.000000,0.000000
685,0.001381,-0.000811
686,0.000000,0.000000
687,0.001381,-0.000822
688,0.000000,0.000000
689,0.001381,-0.000834
690,0.000000,0.000000
691,0.001381,-0.000845
692,0.000000,0.000000
693,0.001381,-0.000857
694,0.000000,0.000000
695,0.001381,-0.000869
696,0.000000,0.000000
697,0.001381,-0.000880
698,0.000000,0.000000
699,0.001381,-0.000892
700,0.000000,0.000000
701,0.001381,-0.000905
702,0.000000,0.000000
703,0.001381,-0.000917
704,0.000000,0.000000
705,0.001381,-0.000929
706,0.000000,0.000000
707,0.001381,-0.000941
708,0.000000,0.000000
709,0.001381,-0.000954
710,0.000000,0.000000
711,0.001381,-0.000966
712,0.000000,0.000000
713,0.001381,-0.000979
714,0.000000,0.000000
715,0.001381,-0.000992
716,0.000000,0.000000
717,0.001381,-0.001005
718,0.000000,0.000000
719,0.001381,-0.001018
720,0.000000,0.000000
721,0.001381,-0.001031
722,0.000000,0.000000
723,0.001381,-0.001044
724,0.000000,0.000000
725,0.001381,-0.001057
726,0.000000,0.000000
727,0.001381,-0.001071
728,0.000000,0.000000
729,0.001381,-0.001085
730,0.000000,0.000000
731,0.001381,-0.001098
732,0.000000,0.000000
733,0.001381,-0.001112
734,0.000000,0.000000
735,0.001381,-0.001126
736,0.000000,0.000000
737,0.001381,-0.001141
738,0.000000,0.000000
739,0.001381,-0.001155
740,0.000000,0.000000
741,0.001381,-0.001169
742,0.000000,0.000000
743,0.001381,-0.001184
744,0.000000,0.000000
745,0.001381,-0.001199
746,0.000000,0.000000
747,0.001381,-0.001214
748,0.000000,0.000000
749,0.001381,-0.001229
750,0.000000,0.000000
751,0.001381,-0.001244
752,0.000000,0.000000
753,0.001381,-0.001259
754,0.000000,0.000000
755,0.001381,-0.001275
756,0.000000,0.000000
757,0.001381,-0.001291
758,0.000000,0.000000
759,0.001381,-0.001307
760,0.000000,0.000000
761,0.001381,-0.001323
762,0.000000,0.000000
763,0.001381,-0.001339
764,0.000000,0.000000
765,0.001381,-0.001356
766,0.000000,0.000000
767,0.001381,-0.001373
768,0.000000,0.000000
769,0.001381,-0.001390
770,0.000000,0.000000
771,0.001381,-0.001407
772,0.000000,0.000000
773,0.001381,-0.001424
774,0.000000,0.000000
775,0.001381,-0.001442
776,0.000000,0.000000
777,0.001381,-0.001460
778,0.000000,0.000000
779,0.001381,-0.001478
780,0.000000,0.000000
781,0.001381,-0.001496
782,0.000000,0.000000
783,0.001381,-0.001514
784,0.000000,0.000000
785,0.001381,-0.001533
786,0.000000,0.000000
787,0.001381,-0.001552
788,0.000000,0.000000
789,0.001381,-0.001572
790,0.000000,0.000000
791,0.001381,-0.001591
792,0.000000,0.000000
793,0.001381,-0.001611
794,0.000000,0.000000
795,0.001381,-0.001631
796,0.000000,0.000000
797,0.001381,-0.001652
798,0.000000,0.000000
799,0.001381,-0.001672
800,0.000000,0.000000
801,0.001381,-0.001693
802,0.000000,0.000000
803,0.001381,-0.001715
804,0.000000,0.000000
805,0.001381,-0.001736
806,0.000000,0.000000
807,0.001381,-0.001759
808,0.000000,0.000000
809,0.001381,-0.001781
810,0.000000,0.000000
811,0.001381,-0.001804
812,0.000000,0.000000
813,0.001381,-0.001827
814,0.000000,0.000000
815,0.001381,-0.001850
816,0.000000,0.000000
817,0.001381,-0.001874
818,0.000000,0.000000
819,0.001381,-0.001898
820,0.000000,0.000000
821,0.001381,-0.001923
822,0.000000,0.000000
823,0.001381,-0.001948
824,0.000000,0.000000
825,0.001381,-0.001974
826,0.000000,0.000000
827,0.001381,-0.002000
828,0.000000,0.000000
829,0.001381,-0.002026
830,0.000000,0.000000
831,0.001381,-0.002053
832,0.000000,0.000000
833,0.001381,-0.002081
834,0.000000,0.000000
835,0.001381,-0.002109
836,0.000000,0.000000
837,0.001381,-0.002137
838,0.000000,0.000000
839,0.001381,-0.002166
840,0.000000,0.000000
841,0.001381,-0.002196
842,0.000000,0.000000
843,0.001381,-0.002226
844,0.000000,0.000000
845,0.001381,-0.002257
846,0.000000,0.000000
847,0.001381,-0.002288
848,0.000000,0.000000
849,0.001381,-0.002320
850,0.000000,0.000000
851,0.001381,-0.002353
852,0.000000,0.000000
853,0.001381,-0.002386
854,0.000000,0.000000
855,0.001381,-0.002421
856,0.000000,0.000000
857,0.001381,-0.002455
858,0.000000,0.000000
859,0.001381,-0.002491
860,0.000000,0.000000
861,0.001381,-0.002528
862,0.000000,0.000000
863,0.001381,-0.002565
864,0.000000,0.000000
865,0.001381,-0.002603
866,0.000000,0.000000
867,0.001381,-0.002642
868,0.000000,0.000000
869,0.001381,-0.002682
870,0.000000,0.000000
871,0.001381,-0.002723
872,0.000000,0.000000
873,0.001381,-0.002765
874,0.000000,0.000000
875,0.001381,-0.002808
876,0.000000,0.000000
877,0.001381,-0.002852
878,0.000000,0.000000
879,0.001381,-0.002897
880,0.000000,0.000000
881,0.001381,-0.002943
882,0.000000,0.000000
883,0.001381,-0.002991
884,0.000000,0.000000
885,0.001381,-0.003040
886,0.000000,0.000000
887,0.001381,-0.003090
888,0.000000,0.000000
889,0.001381,-0.003142
890,0.000000,0.000000
891,0.001381,-0.003195
892,0.000000,0.000000
893,0.001381,-0.003249
894,0.000000,0.000000
895,0.001381,-0.003305
896,0.000000,0.000000
897,0.001381,-0.003363
898,0.000000,0.000000
899,0.001381,-0.003423
900,0.000000,0.000000
901,0.001381,-0.003484
902,0.000000,0.000000
903,0.001381,-0.003548
904,0.000000,0.000000
905,0.001381,-0.003613
906,0.000000,0.000000
907,0.001381,-0.003681
908,0.000000,0.000000
909,0.001381,-0.003751
910,0.000000,0.000000
911,0.001381,-0.003823
912,0.000000,0.000000
913,0.001381,-0.003897
914,0.000000,0.000000
915,0.001381,-0.003975
916,0.000000,0.000000
917,0.001381,-0.004055
918,0.000000,0.000000
919,0.001381,-0.004138
920,0.000000,0.000000
921,0.001381,-0.004224
922,0.000000,0.000000
923,0.001381,-0.004313
924,0.000000,0.000000
925,0.001381,-0.004406
926,0.000000,0.000000
927,0.001381,-0.004503
928,0.000000,0.000000
929,0.001381,-0.004604
930,0.000000,0.000000
931,0.001381,-0.004708
932,0.000000,0.000000
933,0.001381,-0.004818
934,0.000000,0.000000
935,0.001381,-0.004932
936,0.000000,0.000000
937,0.001381,-0.005051
938,0.000000,0.000000
939,0.001381,-0.005175
940,0.000000,0.000000
941,0.001381,-0.005306
942,0.000000,0.000000
943,0.001381,-0.005443
944,0.000000,0.000000
945,0.001381,-0.005586
946,0.000000,0.000000
947,0.001381,-0.005737
948,0.000000,0.000000
949,0.001381,-0.005896
950,0.000000,0.000000
951,0.001381,-0.006063
952,0.000000,0.000000
953,0.001381,-0.006240
954,0.000000,0.000000
955,0.001381,-0.006426
956,0.000000,0.000000
957,0.001381,-0.006624
958,0.000000,0.000000
959,0.001381,-0.006833
960,0.000000,0.000000
961,0.001381,-0.007056
962,0.000000,0.000000
963,0.001381,-0.007293
964,0.000000,0.000000
965,0.001381,-0.007546
966,0.000000,0.000000
967,0.001381,-0.007817
968,0.000000,0.000000
969,0.001381,-0.008107
970,0.000000,0.000000
971,0.001381,-0.008419
972,0.000000,0.000000
973,0.001381,-0.008754
974,0.000000,0.000000
975,0.001381,-0.009118
976,0.000000,0.000000
977,0.001381,-0.009511
978,0.000000,0.000000
979,0.001381,-0.009940
980,0.000000,0.000000
981,0.001381,-0.010408
982,0.000000,0.000000
983,0.001381,-0.010921
984,0.000000,0.000000
985,0.001381,-0.011487
986,0.000000,0.000000
987,0.001381,-0.012114
988,0.000000,0.000000
989,0.001381,-0.012812
990,0.000000,0.000000
991,0.001381,-0.013595
992,0.000000,0.000000
993,0.001381,-0.014477
994,0.000000,0.000000
995,0.001381,-0.015482
996,0.000000,0.000000
997,0.001381,-0.016634
998,0.000000,0.000000
999,0.001381,-0.017971
1000,0.000000,0.000000
1001,0.001381,-0.019540
1002,0.000000,0.000000
1003,0.001381,-0.021406
1004,0.000000,0.000000
1005,0.001381,-0.023666
1006,0.000000,0.000000
1007,0.001381,-0.026456
1008,0.000000,0.000000
1009,0.001381,-0.029989
1010,0.000000,0.000000
1011,0.001381,-0.034609
1012,0.000000,0.000000
1013,0.001381,-0.040908
1014,0.000000,0.000000
1015,0.001381,-0.050005
1016,0.000000,0.000000
1017,0.001381,-0.064298
1018,0.000000,0.000000
1019,0.001381,-0.090025
1020,0.000000,0.000000
1021,0.001381,-0.150048
1022,0.000000,0.000000
1023,0.001381,-0.450157
